排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1555,8107,大億金茂,13.45,2025,9.43,+2.06,2.52,+3.06,-0.4,-129,26.7,+0.26,-4.25,-18.9,-0.53,-2.34,-2.61,-11.6,-1.33,-5.64,40
1556,1338,廣華-KY,16,2025,52.3,+2.83,12.3,+8.78,-1.82,-91.7,23.5,+1.29,-3.16,-2.25,-2.24,-1.1,-2.63,-1.91,-1.36,-0.94,38
1557,4416,三圓,15.7,2025,14.6,+260,5.17,+375,-0.44,-854,35.5,+8.59,-3.03,-4.48,-0.64,-0.74,-2.64,-2.99,-0.3,-0.34,30
1558,8421,旭源,13.6,2025,11.8,-3.92,1.94,-17.6,-0.22,-2736,16.5,-2.74,-1.79,-1.55,-0.4,-0.42,-2.67,-2.33,-1.1,-0.95,32
1559,4183,福永生技,15.2,2025,5,+10.8,0.87,-9.58,-0.08,-145,17.4,-3.92,-1.57,-5.41,-0.33,-1.06,-2.69,-8.36,-1.46,-4.65,30
1560,1235,興泰,46.3,2025,1.76,+56,0.48,+30.7,-0.03,-141,27.5,-5.32,-52.8,+90.1,-0.03,-0.11,-2.72,+3.06,-1.52,+1.42,28
1561,6226,光鼎,16,2025,6.09,-3.71,1.74,+8.79,-0.32,+38,28.5,+3.28,-5.28,+3.36,-0.28,+0.16,-2.73,+1.72,-1.49,+0.85,40
1562,3207,耀勝,65.1,2025,19.2,+26.1,2.96,+10.3,-0.54,-443,15.4,-2.2,-4.04,-2.04,-0.82,-0.66,-2.74,-0.96,-1.69,-0.6,43
1563,6494,九齊,53.5,2025,11.9,-11.7,2.86,-30,-0.29,-136,24.1,-6.27,-2.48,-8.65,-0.93,-3.56,-2.82,-10.5,-2.37,-8.59,40
1564,6952,大武山,39.7,2025,19.4,-2.18,3.6,-35.2,-0.81,-185,18.5,-9.46,-3.09,-12.4,-1.08,-2.54,-2.83,-12.6,-1.6,-7.87,30
1565,8929,富堡,15.45,2025,7.2,-6.89,1.79,-6.56,-0.23,-147,24.9,+0.09,-3.43,-10.4,-0.45,-1.4,-2.83,-8.98,-1.86,-6.05,40
1566,6142,友勁,9.33,2025,18,+52.3,1.69,+783,-0.84,+48.7,9.37,+7.75,-4.68,+9.21,-0.26,+0.24,-2.85,+2.47,-2.04,+1.88,36
1567,6243,迅杰,30.05,2025,6.28,-12.9,2.7,+4.14,-0.23,-147,43,+7.04,-3.74,-10.7,-0.52,-1.64,-2.91,-8.9,-1.93,-6.06,49
1568,2724,藝舍-KY,16.85,2025,1.69,-68.7,0.24,-92.1,-0.12,-107,14.2,-42,-7.88,-40.7,-0.2,-3.16,-2.91,-54.6,-2.4,-32.6,36
1569,4939,亞電,45.25,2025,14.2,-8.05,3.07,-5.7,-0.42,-322,21.7,+0.54,-2.99,-4.22,-0.43,-0.62,-2.92,-4.16,-1.56,-2.26,36
1570,6928,攸泰科技,48.7,2025,19.7,-2.54,5.2,+11.9,-0.62,+7.13,26.4,+3.39,-3.17,+0.16,-0.73,+0.09,-3,+0.84,-2.32,+0.42,45
1571,9950,萬國通,11.8,2025,21.3,-17.7,4.98,-31.9,-0.45,-126,23.3,-4.87,-2.16,-8.69,-0.27,-1.29,-3.08,-14.8,-1.09,-4.92,36
1572,1301,台塑,52.6,2025,"1,754",-12.3,56,-44.8,-100,-716,3.19,-1.88,-5.73,-5.11,-1.58,-1.39,-3.08,-2.69,-1.91,-1.67,30
1573,1460,宏遠,6.82,2025,74.9,-9.38,11.2,+17.8,-1.79,+35.7,15,+3.45,-2.39,+0.98,-0.27,+0.14,-3.1,+1.65,-1.52,+0.74,30
1574,1528,恩德,28.2,2025,28,-23.8,8.7,-6.32,-0.67,+56.8,31.1,+5.81,-2.5,+1.74,-0.35,+0.46,-3.11,+3.39,-1.33,+1.54,36
1575,2038,海光,15.35,2025,89.2,-8.24,1.18,-51.1,-1.09,-389,1.32,-1.16,-1.43,-1.64,-0.56,-0.76,-3.12,-3.6,-1.29,-1.49,23
1576,3390,旭軟,24.5,2025,7.92,-7.45,1.12,-32,-0.42,-144,14.1,-5.1,-5.33,-16.7,-0.55,-1.96,-3.19,-11.2,-2.58,-8.45,40
1577,2722,夏都,24.15,2025,5.69,-9.87,1.82,-19.7,-0.7,-2142,31.9,-3.9,-15.1,-12.4,-0.49,-0.52,-3.2,-2.52,-2.36,-1.85,43
1578,2342,茂矽,31.3,2025,20.4,+7.56,3.03,-22.7,-0.77,-185,14.9,-5.82,-3.79,-8.6,-0.49,-1.07,-3.2,-6.98,-2.37,-5.06,43
1579,6426,統新,249.5,2025,4.87,+47.7,1.46,+5282,-0.3,+78.3,29.9,+29.1,-6.15,+35.7,-0.78,+2.8,-3.22,+10.1,-2.88,+9.06,49
1580,6405,悅城,36.75,2025,0.01,-99.4,-0.28,-341,-0.83,-67.2,-3555,-3550,-10404,-10366,-1.26,-0.51,-3.24,-1.23,-3.22,-1.25,36
1581,6785,昱展新藥,170,2025,0.03,-52.7,0.02,-43.5,-0.8,-539,77.7,+12.6,-2894,-3207,-1.19,-1.46,-3.26,-4.33,-3.16,-4.19,49
1582,6767,台微醫,28,2025,3.12,-6.86,2.43,-7.79,-0.19,+61.1,78,-0.79,-6.13,+8.53,-0.49,+1.13,-3.28,+6.91,-2.65,+5.33,51
1583,2464,盟立,86.9,2025,66.8,-11,12.5,-7.61,-1.72,-267,18.8,+0.68,-2.53,-4,-0.84,-1.36,-3.29,-5.62,-1.42,-2.31,38
1584,4609,唐鋒,4.13,2025,1.66,+23.7,0.43,+82.8,-0.05,+77.6,25.7,+8.31,-3.02,+13.6,-0.1,+0.37,-3.36,+10.5,-0.81,+2.63,38
1585,4121,優盛,15.2,2025,38,-1.34,13.1,-2.13,-0.3,-1.87,34.4,-0.28,-1.81,-0.38,-0.36,-0.02,-3.37,-0.58,-1.63,-0.3,38
1586,5220,萬達光電,20.75,2025,6.82,-0.13,1.25,-9.13,-0.26,-330,18.4,-1.82,-3.76,-5.39,-0.65,-0.93,-3.39,-4.79,-2.16,-3.02,40
1587,3294,英濟,33,2025,35.7,-17.2,5.18,-22.7,-0.64,-185,14.5,-1.02,-2.21,-3.91,-0.49,-1.07,-3.41,-6.72,-1.59,-3.01,36
1588,1905,華紙,13.2,2025,188,-9.63,5.03,-67.4,-6.13,-143,2.68,-4.76,-3.36,-2.28,-0.56,-0.33,-3.42,-2.18,-1.59,-0.99,28
1589,8121,越峰,28.5,2025,30.7,-0.85,5.09,-20.2,-0.66,-143,16.6,-4.01,-3.08,-7.29,-0.31,-1.04,-3.49,-8.62,-1.68,-4.23,32
1590,3527,聚積,58.7,2025,14.5,-19.2,5.62,-17.8,-0.82,-747,38.8,+0.67,-5.65,-6.35,-1.84,-2.12,-3.5,-4.01,-3.08,-3.53,47
1591,2461,光群雷,17.7,2025,52.6,-4.36,10.9,-11.9,-1.03,-139,20.7,-1.77,-2.61,-6.02,-0.61,-2.2,-3.51,-8.12,-1.75,-4.14,30
1592,6230,尼得科超眾,160.5,2025,90.9,+11.9,13.9,-5.78,-2.11,-265,15.2,-2.86,-2.32,-3.89,-2.44,-3.92,-3.59,-5.76,-2.05,-3.29,34
1593,5481,新華,22,2025,0.96,-0.63,0.38,-6.47,-0.43,-170,39.8,-2.49,-45,-28,-0.65,-0.41,-3.59,-2.26,-2.7,-1.68,43
1594,2332,友訊,15.2,2025,134,-7.14,32.9,-11.2,-5.4,-1628,24.6,-1.14,-3.04,-3.96,-0.9,-0.96,-3.65,-4.79,-2.51,-3.31,40
1595,6919,康霈*,106.5,2025,0.38,-14.4,0.27,-13.8,-3.52,+40.2,69.7,+0.49,-925,+400,-0.23,+3.89,-3.68,+5.08,-3.66,+5,47
1596,4577,達航科技,145.5,2025,7.46,+12.2,1.44,+59.7,-0.36,+31.7,19.3,+5.75,-4.84,+3.11,-0.73,+0.35,-3.72,+1.51,-1.91,+0.71,27
1597,4999,鑫禾,21.85,2025,19.5,-0.19,2.71,-20.1,-1.23,-273,13.9,-3.45,-6.32,-9.96,-1.68,-2.65,-3.73,-5.83,-3.12,-4.89,36
1598,9902,台火,14.95,2025,3.79,+56.5,0.27,-41.2,-0.46,-181,7.15,-11.9,-12.4,-36,-0.47,-1.05,-3.78,-8.3,-3.49,-7.63,43
1599,8027,鈦昇,149.5,2025,18.1,+10,6.37,+6.66,-0.98,-91.3,35.2,-1.1,-5.74,-2.16,-0.93,-0.42,-3.79,-1.51,-2.49,-1.08,40
1600,1595,川寶,52.6,2025,7.16,-21.8,1.94,-22.3,-1.06,-3851,27.1,-0.18,-14.8,-14.3,-1.95,-1.89,-3.8,-3.61,-2.6,-2.48,43
1601,1517,利奇,11,2025,20.2,-0.51,0.64,-19.2,-1.54,-65.9,3.17,-0.73,-6.83,-2.3,-0.69,-0.27,-3.82,-1.38,-3.15,-1.12,40
1602,1314,中石化,7.75,2025,192,-34.6,-18.4,-770,-29.7,-1298,-9.57,-10.5,-15.6,-16.3,-0.78,-0.85,-3.84,-4.11,-2.2,-2.36,19
1603,3313,斐成,12.7,2025,0.11,-69,-0.07,-1593,-0.74,-142,-57.2,-56.2,-648,-1118,-0.35,-1.38,-3.85,-15.1,-2.21,-9.47,30
1604,2712,遠雄來,17.9,2025,5.25,+47.9,1.01,+512,-0.4,+72.9,19.2,+26,-7.69,+34.3,-0.38,+1.04,-3.86,+8.98,-2.32,+5.96,32
1605,6854,錼創科技-KY創,184,2025,13.5,-23.6,5.74,-14.2,-1.17,-295,42.4,+4.62,-8.66,-12.1,-1.02,-1.58,-3.94,-6.94,-3.02,-5.49,47
1606,1101,台泥,24.8,2025,"1,498",-3.11,276,-15.8,-116,-203,18.4,-2.77,-7.92,-18,-1.6,-3.05,-3.95,-9.51,-2.01,-4.95,36
1607,6108,競國,18.4,2025,41.8,-18,1.81,+6.45,-1.39,-194,4.34,+1,-3.32,-6.23,-0.88,-1.81,-3.95,-8.02,-2.02,-3.85,38
1608,1467,南緯,7,2025,51.5,+2.23,9.89,-6.86,-1.05,-197,19.2,-1.87,-2.33,-3.9,-0.45,-0.91,-4.01,-6.7,-1.37,-2.3,34
1609,2509,全坤建,14.15,2025,2.64,-81.4,0.81,-81.6,-1.8,-481,30.6,-0.39,-67.1,-71,-0.8,-1.01,-4.02,-5.26,-1.4,-1.93,23
1610,4909,新復興,66.1,2025,2.97,-89.3,-0.3,-103,-1.17,-112,-10.1,-47.6,-39.3,-73.4,-1.25,-11.39,-4.04,-37.8,-3.63,-33.4,51
1611,3362,先進光,121.5,2025,43.2,+0.9,8.19,-21.3,-1.54,-141,19,-5.34,-3.58,-12.4,-1.08,-3.75,-4.04,-14.4,-1.52,-5.87,32
1612,2723,美食-KY,66.6,2025,181,-4.59,108,-4.36,-4.44,-175,59.4,+0.14,-2.4,-5.56,-2.47,-5.75,-4.07,-9.48,-2.35,-5.43,49
1613,1599,宏佳騰,25.1,2025,18.6,-18.6,3.66,-29,-0.61,-169,19.6,-2.9,-4.32,-7.94,-0.84,-2.05,-4.11,-8.33,-2.98,-5.95,43
1614,4147,中裕,50.6,2025,6.11,+0.19,2.59,+22.8,-1.68,+16.9,42.4,+7.82,-27.4,+5.63,-0.61,+0.14,-4.26,+1.87,-3.42,+1.12,53
1615,6617,共信-KY,63.5,2025,0.36,+13.8,0.26,+201,-1.14,-38.3,71.6,+44.5,-332,-45,-0.92,-0.24,-4.31,-0.14,-3.92,-0.16,53
1616,8215,明基材,26.55,2025,178,-4,25.8,-23.3,-3.64,-283,14.5,-3.64,-1.93,-3.27,-1.14,-1.76,-4.33,-7.25,-1.5,-2.65,30
1617,6222,立軒,20.9,2025,0.03,-0.4,0,+240,-0.25,-49.4,16.4,+28.1,-891,-297,-0.4,+0.01,-4.34,+1.54,-4.3,+1.49,40
1618,5531,鄉林,8.8,2025,10.7,-73.9,2.42,-80.2,-2.76,-140,22.6,-7.15,-41.8,-32.5,-0.28,-0.16,-4.4,-0.77,-1.02,-0.11,21
1619,2017,官田鋼,9.1,2025,27.3,-16.7,0.12,-93.2,-2.39,-300,0.44,-4.92,-11,-16,-0.56,-0.84,-4.47,-6.88,-2.23,-3.59,23
1620,6144,得利影,16,2025,1.73,-7.24,0.7,+3.82,-0.14,+36.8,40.3,+4.29,-8.03,+3.76,-0.36,+0.21,-4.48,+2.27,-3.86,+2.03,45
1621,1626,艾美特-KY,11.35,2025,77.9,-4.14,15.3,-6.01,-1.29,+19.2,19.6,-0.39,-1.65,+0.31,-0.86,+0.19,-4.51,+0.77,-1.5,+0.36,26
1622,5202,力新,14.65,2025,1.5,-8.35,1.18,-3.89,-0.55,-135,78.7,+3.65,-36.4,-131,-0.61,-2.36,-4.52,-17.5,-4.22,-16.4,47
1623,9928,中視,17.8,2025,8.8,-2.19,0.12,-89.4,-0.99,-182,1.32,-10.9,-11.3,-7.38,-1.4,-0.83,-4.53,-2.92,-1.85,-1.2,26
1624,3229,晟鈦,33.75,2025,10.4,+13.3,0.67,+2.81,-0.28,-418,6.47,-0.66,-2.67,-3.62,-0.43,-0.57,-4.53,-5.93,-3.27,-4.26,26
1625,6609,瀧澤科,38.15,2025,20.4,-24.3,2.42,-57.6,-1.11,-159,11.9,-9.34,-5.43,-12.4,-1.53,-4.11,-4.54,-12.2,-3.05,-7.71,28
1626,6219,富旺,14,2025,27.7,-41.9,4.14,-66.3,-0.95,-116,14.9,-10.8,-3.44,-16.1,-0.76,-5.84,-4.65,-38.3,-0.65,-5.79,26
1627,6228,全譜,23.95,2025,0.51,+20,0.29,+135,-0.12,+45.2,56.4,+27.5,-23.7,+28.1,-0.47,+0.39,-4.68,+4.22,-2.94,+2.53,40
1628,1321,大洋,32.6,2025,35.9,-23.2,2.59,-27.7,-2.76,-265,7.21,-0.45,-7.67,-11.2,-1.25,-2.01,-4.69,-7.41,-2.38,-3.79,26
1629,2254,巨鎧精密-創,77.5,2025,4.78,-24.5,1.05,-36.8,-0.53,+20.9,22,-4.27,-11.2,-0.51,-0.84,+0.22,-4.72,+1.55,-2.32,+0.48,32
1630,4108,懷特,12.45,2025,1.35,-12.4,0.41,-35.5,-0.58,+20.8,30.7,-11,-81.8,-11.1,-0.29,+0.08,-4.72,-0.04,-4.59,-0.06,43
1631,8201,無敵,13.25,2025,4.72,+1.42,1.16,+30.5,-0.22,+59.7,24.5,+5.46,-4.66,+7.06,-0.35,+0.53,-4.73,+6.33,-3.31,+4.71,45
1632,6103,合邦,39,2025,0.92,+66.8,0.13,+37.8,-0.08,-116,14,-2.95,-8.28,-92.7,-0.56,-3.96,-4.74,-37.4,-4.52,-32.4,36
1633,4956,光鋐,54.7,2025,13.5,+4.19,0.68,-53.3,-0.8,-278,5.05,-6.22,-5.95,-4.31,-0.8,-0.59,-4.83,-3.59,-2.92,-2.16,32
1634,2642,宅配通,22.9,2025,38.1,-5.97,2.63,-31.4,-0.99,-969,6.91,-2.55,-2.61,-2.38,-1.04,-0.94,-4.85,-4.41,-2.39,-2.18,36
1635,6616,特昇-KY,10,2025,10.3,-11.7,1.17,-14.8,-0.21,+55.7,11.3,-0.4,-2.09,+2.62,-0.61,+0.78,-4.87,+7.77,-2.85,+4.27,32
1636,1445,大宇,13.1,2025,7.7,-22.1,0.87,+741,-1.13,+43,11.3,+12.7,-14.7,+5.38,-0.87,+0.65,-5.01,+2.79,-3.13,+3.63,26
1637,2241,艾姆勒,29.5,2025,7.86,+14,0.28,+923,-0.74,+64.5,3.5,+3.11,-9.68,+23.3,-0.7,+1.28,-5.06,+9.45,-3.25,+5.64,32
1638,8937,合騏*,33.9,2025,0.66,-50.2,-0.38,-3003,-0.74,-326,-58.3,-59.3,-141,-157,-0.71,-1.14,-5.08,-7.39,-2.95,-4.32,28
1639,4806,桂田文創,10.2,2025,0.81,+21,0.26,+120,-0.34,+15.5,32.6,+14.7,-41.6,+18.2,-0.34,-0.14,-5.09,+0.53,-3.48,+0.51,45
1640,5263,智崴,95,2025,13.4,-3.81,5.61,-6.13,-1.97,-369,41.9,-1.03,-14.7,-20,-2.87,-3.97,-5.12,-7.17,-3.46,-4.85,45
1641,3631,晟楠,32.25,2025,0.29,-61.4,0.08,-63.9,-0.57,-25.2,27.7,-1.92,-265,-187,-0.7,-0.14,-5.12,-1.34,-2.92,-0.83,38
1642,6180,橘子,42.2,2025,88.7,-19.9,24.7,-37,-2.69,-113,27.8,-7.5,-3.11,-21.8,-1.53,-13.31,-5.18,-40.3,-3.25,-26,40
1643,6125,廣運,57.7,2025,33.4,+23.7,5.95,+24.8,0.26,+118,17.8,+0.16,-9.13,+14.7,0.1,+0.66,-5.24,+5.85,-2.57,+2.89,38
1644,1313,聯成,11.95,2025,588,-19.8,11.8,+772,-15.5,+34.8,2.02,+2.26,-2.64,+0.61,-1.17,+0.62,-5.28,+2.74,-2.81,+1.42,30
1645,1435,中福,14.25,2025,0.06,-44,0.04,-55.4,-0.58,-55.9,64.7,-16.6,-966,-619,-0.41,-0.14,-5.37,-2.41,-4.58,-2.01,40
1646,6512,啟發電,19.7,2025,1.8,-8.12,0.48,+13.7,-0.2,+17.1,26.4,+5.06,-10.9,+1.19,-0.78,+0.17,-5.42,+0.79,-4.93,+0.6,50
1647,6124,業強,29.9,2025,18.2,+1.16,1.26,+536,-1.8,+17.2,6.97,+8.58,-9.71,+2.1,-0.99,+0.2,-5.45,+0.73,-3.79,+0.66,36
1648,5345,馥鴻,23,2025,0.23,+251,0.06,+143,-0.12,+83.1,25.3,+233,-51.9,+1024,-0.32,+2.19,-5.46,+41.1,-5.28,+36.8,47
1649,8097,常珵,52.6,2025,2.93,+19.4,0.55,-22.6,-0.72,-387,18.8,-10.2,-24.4,-34.6,-1.14,-1.52,-5.49,-7.14,-4.83,-6.34,38
1650,1418,東華,18.35,2025,0.05,-48,0.04,+164,-0.7,-371,77,+139,-1312,-1564,-1.29,-1.76,-5.52,-7.53,-1.29,-1.82,34
1651,4190,佐登-KY,26.55,2025,23.1,+1.27,14.8,+5.7,-0.94,+67.7,64.1,+2.69,-4.08,+8.72,-1.59,+3.28,-5.53,+9.64,-1.33,+2.5,40
1652,6838,台新藥,29.4,2025,0.09,-93.4,-0.02,-101,-0.84,+58.4,-16.8,-99.8,-880,-740,-0.55,+0.88,-5.56,+9.38,-4,+6.47,38
1653,3686,達能,17.85,2025,0.86,+3.97,-0.01,+23.9,-0.38,-773,-0.74,+0.27,-44.4,-39.1,-0.5,-0.44,-5.56,-4.94,-5.47,-4.86,27
1654,5230,雷笛克光學,18.85,2025,13.2,-14.7,3.08,-31.7,-0.76,-333,23.4,-5.85,-5.9,-8.26,-1.35,-1.97,-5.7,-8.51,-3.24,-4.74,36
1655,5364,力麗店,11.35,2025,3.12,-26.1,0.42,+780,-0.49,+35.2,13.5,+14.9,-14.2,+12.9,-0.77,+0.64,-5.71,+16,-3.43,+6.29,32
1656,2230,泰茂,30.45,2025,20.3,+2.29,1.34,-70.2,-0.73,-123,6.64,-16.1,-3.61,-19.9,-1.05,-7.12,-5.71,-34.4,-3.75,-23.4,30
1657,6425,易發,91,2025,14.1,-16.9,4.09,-24.1,-0.78,-359,29,-2.76,-5.38,-7.51,-1.61,-2.3,-5.74,-8.96,-2.62,-3.96,36
1658,3086,華義*,35.75,2025,1.59,+5.99,0.73,-4.42,-0.17,-198,46,-5,-12.3,-23.9,-0.62,-1.29,-5.89,-11,-5.31,-9.96,55
1659,3714,富采,77.4,2025,222,-9.04,12.6,-61.9,-27.1,-96,5.7,-7.9,-12,-4.71,-3.69,-1.82,-5.9,-2.24,-4.77,-1.91,43
1660,5211,蒙恬,23.45,2025,2.19,+34.2,1.06,+23,-0.25,+33.7,48.5,-4.41,-9.95,+14.4,-0.77,+0.4,-5.93,+4.11,-5.31,+3.56,49
1661,5344,立衛,14.25,2025,3.4,-3.53,0.19,-74.5,-0.31,-171,5.72,-15.9,-9.15,-21.5,-0.39,-0.94,-6.01,-14.4,-4.81,-11.7,38
1662,3049,精金,14.35,2025,14.8,+1.22,-4.38,+34.1,-5.14,+41.4,-29.5,+15.8,-32.1,+28.7,-0.64,+0.46,-6.05,+4.07,-3.56,+3.07,36
1663,3176,基亞,30.8,2025,15.8,+15.3,8.58,+13.8,-1.09,+46.8,54.2,-0.71,-18.7,-2.5,-0.78,+0.69,-6.07,-1.64,-4.59,-1.67,51
1664,1441,大東,10.75,2025,15.2,-6.83,1,+1340,-0.31,-128,6.61,+7.11,-2.1,-8.34,-0.45,-2.08,-6.13,-28.2,-1.88,-7.07,26
1665,3027,盛達,19.55,2025,21.1,+4.18,3.63,-12.4,-1.21,-390,17.2,-3.26,-6.94,-7.78,-1.06,-0.84,-6.13,-6.83,-4.35,-4.8,43
1666,2485,兆赫,71,2025,26.1,-0.05,1.12,+138,-3.06,+57.4,4.3,+15.7,-12.8,+15.1,-0.96,+1.3,-6.14,+6.12,-4.95,+4.38,36
1667,8488,吉源-KY,10.55,2025,30.8,-7.28,1.11,-32.3,-1.51,-427,3.59,-1.33,-4.89,-4.03,-2.05,-1.66,-6.16,-4.99,-2.83,-2.3,32
1668,4142,國光生,18.05,2025,14,-9.99,2.88,-35.6,-2.4,+1.18,20.6,-8.19,-23.5,-1.92,-0.57,+0.01,-6.21,-0.28,-3.96,-0.21,45
1669,3115,富榮綱,9.45,2025,0.04,+12.2,0.04,+20.8,-0.23,+3.56,100,+7.1,-515,+84.4,-0.44,+0.29,-6.21,+5.92,-5.72,+5.17,51
1670,3541,西柏,23.95,2025,10.8,+11.8,3.78,+18.7,-0.46,-1870,34.9,+2.04,-4.28,-4.04,-0.83,-0.79,-6.23,-5.92,-2.03,-1.93,43
1671,6116,彩晶,9.09,2025,114,+14.8,-17.6,+51,-21.4,+59.8,-15.4,+20.7,-18.7,+34.7,-0.75,+1.11,-6.29,+7.75,-4.81,+6,34
1672,5468,凱鈺,18,2025,1.65,+36.9,0.47,+35.8,-0.26,-451,28.4,-0.23,-16,-12,-0.65,-0.52,-6.3,-4.62,-3.59,-2.83,34
1673,6240,松崗,18.95,2025,0.5,-1.12,0.23,+78.8,-0.26,-424,46.8,+20.9,-52.7,-68.7,-1.15,-1.5,-6.33,-8.33,-2.7,-3.53,23
1674,8087,麗升能源,34.6,2025,2.51,-67.7,0.31,-72.3,-0.51,-328,12.4,-2.09,-20.1,-23,-1.32,-1.93,-6.35,-9.87,-3.06,-4.85,34
1675,7584,樂意,32.85,2025,9.6,-5.13,3.84,-22.4,-0.33,-152,40,-8.9,-3.43,-9.55,-1.98,-6.04,-6.37,-19.5,-3.8,-12,34
1676,2239,英利-KY,24,2025,191,-11.2,19.1,-25,-9.47,-8755,10,-1.85,-5.98,-6.04,-7.87,-7.78,-6.46,-6.53,-3.1,-3.14,34
1677,4745,合富-KY,18.75,2025,29.6,-29.5,3.92,-50.5,-2.47,-39298,13.3,-5.61,-11.2,-12.3,-3.18,-3.19,-6.46,-7.4,-4.73,-5.44,32
1678,2929,淘帝-KY,6.1,2025,17.5,-17.3,1.5,-57.2,-1.83,-1338,8.55,-7.96,-10.5,-11.2,-1.68,-1.82,-6.48,-7,-4.7,-5.06,38
1679,5701,劍湖山,3.46,2025,5.44,+7.33,2.75,+15.3,-0.37,+50.5,50.5,+3.5,-6.76,+7.89,-0.26,+0.26,-6.55,+5.16,-1.46,+1.36,36
1680,1324,地球,11.4,2025,7.34,-7.7,1.01,-30.1,-0.61,-997,13.7,-4.39,-8.35,-9.21,-0.82,-0.91,-6.59,-7.29,-5.45,-6.03,45
1681,6558,興能高,30.35,2025,10.7,-7.46,2.01,-7.84,-0.95,-1097,18.7,-0.08,-8.9,-9.72,-1.02,-1.12,-6.61,-7.25,-5.31,-5.79,36
1682,6578,達邦蛋白,17.4,2025,3.09,-8.43,0.69,+0.45,-0.69,-696,22.3,+1.97,-22.4,-25.9,-0.96,-1.13,-6.67,-7.81,-5.75,-6.61,43
1683,2457,飛宏,25.35,2025,98,-10.1,20.6,-29.9,-6.35,-408,21.1,-5.93,-6.48,-8.37,-1.48,-1.96,-6.69,-8.81,-4.38,-5.73,43
1684,1530,亞崴,27.85,2025,19.3,+0.45,2.71,-3.78,-2.33,-152,14.1,-0.62,-12.2,-35.5,-2.45,-7.13,-6.69,-19.2,-3.89,-11.1,36
1685,6929,佑全,29.85,2025,32.2,-1.45,10.7,-3.25,-0.73,-55.2,33.2,-0.62,-2.27,-0.83,-1.63,-0.54,-6.76,-1.88,-2.41,-0.83,30
1686,3323,加百裕,33.8,2025,49.5,-9.18,4.25,-10.4,-1.83,-85.6,8.6,-0.12,-3.58,-1.94,-1.92,-0.81,-6.78,-3.33,-3.39,-1.76,34
1687,3067,全域,18.85,2025,0.58,+33.9,0.16,-19.9,-0.17,+16.8,27.6,-18.6,-28.7,+17.5,-0.84,+0.17,-6.78,+1.01,-5.47,+0.44,38
1688,3205,佰研,59.2,2025,3.46,-26,0.58,-28.8,-0.5,-2.13,16.7,-0.66,-14.4,-3.79,-0.92,+0.57,-6.81,+3.68,-6.27,+2.12,45
1689,4972,湯石照明,17,2025,9.33,-23.3,2.45,-29.6,-1.04,-46621,26.3,-2.33,-11.2,-11.2,-1.84,-1.84,-6.81,-6.83,-5.22,-5.23,47
1690,3685,元創精密,35.05,2025,12,-4.04,2.49,+25,-0.81,-93.8,20.8,+4.83,-7.25,-5.63,-1.02,-0.49,-6.82,-5.36,-4,-3.12,40
1691,4510,高鋒,47.2,2025,16.6,-2.21,2.58,-27,-1.11,-198,15.5,-5.25,-8.04,-14.7,-1.02,-2.07,-6.83,-12.8,-2.55,-5.11,28
1692,6988,威力暘-創,14.75,2025,7.92,-10.5,2.1,-20.1,-0.54,-329,26.5,-3.2,-6.83,-9.5,-1.13,-1.64,-6.89,-9.87,-4.23,-6.09,40
1693,3511,矽瑪,20.8,2025,17.5,-0.93,2.19,+5.85,-0.94,+6.6,12.5,+0.8,-7.42,+1.06,-1.18,+0.08,-6.92,+0.52,-4.92,+0.64,36
1694,8906,花王,27.8,2025,2.02,-13.4,0.18,-47.4,-0.33,-252,8.91,-5.77,-16.3,-12.2,-0.78,-0.56,-6.95,-4.98,-1.29,-0.77,28
1695,1213,大飲,9.26,2025,2.97,+56.1,-0.07,+82.6,-0.48,-110,-2.49,+19.8,-16.3,-275,-0.85,-9.56,-7.05,-111,-6.13,-67.2,30
1696,1309,台達化,19.1,2025,145,-22.2,5.92,-32.6,-4.27,-91.6,4.09,-0.63,-2.95,-1.75,-1.07,-0.51,-7.09,-3.65,-4.64,-2.26,32
1697,3354,律勝,30.95,2025,0.99,-22.7,0.12,-8.15,-0.59,-149,12.3,+1.95,-59.5,-41.1,-0.84,-0.5,-7.09,-4.41,-6.13,-4.01,47
1698,3550,聯穎,21.25,2025,35.3,+3.23,5.28,+25,-1.04,+40.8,14.9,+2.6,-3.07,+2.13,-1.18,+0.83,-7.14,+4.87,-2.59,+1.58,34
1699,2482,連宇,18,2025,4.96,-16.9,2.1,-21.3,-0.85,-234,42.4,-2.37,-17,-27.6,-1.09,-1.9,-7.17,-12,-6.02,-9.95,51
1700,6593,台灣銘板,38.25,2025,4.18,-33.5,0.8,-50,-0.57,-697,19.2,-6.3,-13.8,-15.2,-2.11,-2.5,-7.22,-8.5,-5.89,-6.8,45
1701,4716,大立,15.75,2025,5.33,-7.94,0.54,-1.1,-0.79,-199,10.2,+0.7,-15.4,-28.7,-0.87,-1.81,-7.24,-14.2,-4.61,-8.81,40
1702,3373,熱映,16.9,2025,3.88,-7.84,0.6,-14,-0.6,-112,15.5,-1.1,-15.6,-8.8,-1.27,-0.61,-7.28,-4.09,-6.73,-3.74,43
